<<<<<<< HEAD
 RODS report3 created at 13:27:47 on 29-03-2017,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,
Journeys originating on NR,,,,,,,,,,
From,,To,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Weekday Total
788,Canada Water                  ,635,London Bridge                 ,8,2864,1104,802,485,228,5490
788,Canada Water                  ,638,Manor House                   ,0,0,0,131,0,0,131
788,Canada Water                  ,639,Mansion House                 ,0,0,16,0,0,0,16
788,Canada Water                  ,640,Marble Arch                   ,0,56,17,9,0,0,82
788,Canada Water                  ,641,Marylebone                    ,0,159,33,0,0,0,191
788,Canada Water                  ,645,Moorgate                      ,0,1,51,0,0,0,52
788,Canada Water                  ,648,Mornington Crescent           ,0,80,0,26,0,0,107
788,Canada Water                  ,649,Neasden                       ,0,0,10,0,99,0,109
788,Canada Water                  ,650,Newbury Park                  ,0,31,0,43,1,0,75
788,Canada Water                  ,653,North Acton                   ,0,0,25,0,0,12,38
788,Canada Water                  ,789,North Greenwich               ,67,315,343,442,403,128,1698
788,Canada Water                  ,655,Northfields                   ,0,0,0,41,0,0,41
788,Canada Water                  ,657,Northolt                      ,0,0,18,0,0,0,18
788,Canada Water                  ,660,Northwick Park                ,0,0,29,0,0,0,29
788,Canada Water                  ,661,Northwood                     ,0,0,0,60,0,0,60
788,Canada Water                  ,663,Notting Hill Gate             ,20,80,0,0,0,0,100
788,Canada Water                  ,665,Old Street                    ,0,30,0,0,0,0,30
788,Canada Water                  ,668,Oval                          ,0,52,0,22,28,0,101
788,Canada Water                  ,669,Oxford Circus                 ,14,357,222,104,0,0,697
788,Canada Water                  ,670,Paddington                    ,73,368,185,84,82,0,791
788,Canada Water                  ,674,Piccadilly Circus             ,5,234,166,0,0,0,405
788,Canada Water                  ,776,Pimlico                       ,16,156,90,0,0,0,262
788,Canada Water                  ,678,Putney Bridge                 ,0,21,67,0,0,0,88
788,Canada Water                  ,680,Queen's Park                  ,0,2,19,0,41,2,65
788,Canada Water                  ,681,Queensway                     ,0,0,30,35,0,0,65
788,Canada Water                  ,683,Rayners Lane                  ,0,0,0,0,0,13,13
788,Canada Water                  ,685,Regent's Park                 ,0,0,24,0,0,0,24
788,Canada Water                  ,686,Richmond                      ,0,0,0,0,0,0,0
788,Canada Water                  ,687,Rickmansworth                 ,0,0,53,0,0,0,53
788,Canada Water                  ,690,Royal Oak                     ,0,41,0,0,0,0,41
788,Canada Water                  ,694,Russell Square                ,0,90,58,55,0,0,203
788,Canada Water                  ,698,Seven Sisters                 ,0,0,0,169,0,59,228
788,Canada Water                  ,700,Shepherd's Bush (Cen)         ,17,38,0,60,0,0,115
788,Canada Water                  ,702,Sloane Square                 ,7,164,94,4,0,0,269
788,Canada Water                  ,708,South Kensington              ,3,344,106,0,0,0,453
788,Canada Water                  ,712,South Woodford                ,0,0,55,0,0,0,55
788,Canada Water                  ,705,Southfields                   ,0,0,0,0,31,0,31
788,Canada Water                  ,784,Southwark                     ,26,1264,173,330,0,0,1793
788,Canada Water                  ,695,St. James's Park              ,10,348,42,21,10,0,431
788,Canada Water                  ,696,St. John's Wood               ,0,102,33,8,0,0,143
788,Canada Water                  ,697,St. Paul's                    ,0,15,0,0,0,0,15
788,Canada Water                  ,713,Stamford Brook                ,0,57,0,0,0,0,57
788,Canada Water                  ,716,Stockwell                     ,0,0,37,0,0,0,37
788,Canada Water                  ,719,Stratford                     ,24,882,508,875,256,0,2544
788,Canada Water                  ,720,Sudbury Hill                  ,0,0,0,19,0,0,19
788,Canada Water                  ,723,Swiss Cottage                 ,0,29,78,18,0,0,125
788,Canada Water                  ,724,Temple                        ,0,0,74,0,0,0,74
788,Canada Water                  ,727,Tooting Broadway              ,0,0,0,0,0,13,13
788,Canada Water                  ,728,Tottenham Court Road          ,61,272,305,0,0,0,637
788,Canada Water                  ,729,Tottenham Hale                ,0,0,34,0,0,0,34
788,Canada Water                  ,735,Turnpike Lane                 ,0,0,0,0,2,0,2
788,Canada Water                  ,739,Upton Park                    ,0,21,130,85,133,160,530
788,Canada Water                  ,740,Uxbridge                      ,0,24,0,0,0,0,24
788,Canada Water                  ,777,Vauxhall                      ,0,0,1,0,0,0,1
788,Canada Water                  ,741,Victoria                      ,5,523,183,240,0,0,950
788,Canada Water                  ,742,Walthamstow Central           ,0,0,0,0,50,0,50
788,Canada Water                  ,743,Wanstead                      ,4,3,0,236,0,0,244
788,Canada Water                  ,745,Warren Street                 ,0,312,65,81,0,0,457
788,Canada Water                  ,746,Warwick Avenue                ,0,19,0,0,0,0,19
788,Canada Water                  ,747,Waterloo                      ,254,1314,1087,1018,506,230,4409
788,Canada Water                  ,752,Wembley Park                  ,8,41,28,0,0,0,77
788,Canada Water                  ,755,West Brompton                 ,0,54,15,0,0,0,69
788,Canada Water                  ,757,West Ham                      ,0,357,271,307,384,294,1614
788,Canada Water                  ,758,West Hampstead                ,0,22,32,0,18,48,121
788,Canada Water                  ,759,West Harrow                   ,0,0,0,3,0,0,3
788,Canada Water                  ,761,Westminster                   ,11,1101,561,166,0,0,1838
788,Canada Water                  ,764,White City                    ,8,193,6,21,0,0,229
788,Canada Water                  ,763,Whitechapel                   ,0,0,94,0,0,0,94
788,Canada Water                  ,765,Willesden Green               ,0,24,0,169,0,0,193
788,Canada Water                  ,769,Woodford                      ,0,0,0,28,20,0,48
852,Canary Wharf                  ,500,Acton Town                    ,0,0,13,0,0,0,13
852,Canary Wharf                  ,506,Amersham                      ,0,0,0,0,0,0,0
852,Canary Wharf                  ,507,Angel                         ,0,0,0,15,0,0,15
852,Canary Wharf                  ,511,Baker Street                  ,11,96,65,54,0,0,227
852,Canary Wharf                  ,514,Barking                       ,0,0,57,135,0,0,192
852,Canary Wharf                  ,515,Barkingside                   ,0,0,20,0,0,0,20
852,Canary Wharf                  ,517,Bayswater                     ,0,0,0,6,0,0,6
852,Canary Wharf                  ,518,Becontree                     ,0,0,0,141,0,0,141
852,Canary Wharf                  ,787,Bermondsey                    ,0,158,160,0,102,0,420
852,Canary Wharf                  ,520,Bethnal Green                 ,0,1,0,0,0,0,1
852,Canary Wharf                  ,524,Bond Street                   ,15,179,76,3,0,0,272
852,Canary Wharf                  ,788,Canada Water                  ,0,233,380,478,9,6,1105
852,Canary Wharf                  ,884,Canning Town                  ,72,117,76,96,197,0,557
852,Canary Wharf                  ,718,Charing Cross                 ,0,0,0,59,0,0,60
852,Canary Wharf                  ,546,Chorleywood                   ,0,0,16,0,0,0,16
852,Canary Wharf                  ,554,Croxley                       ,0,0,0,50,0,0,50
852,Canary Wharf                  ,556,Dagenham Heathway             ,8,23,0,1,0,0,32
852,Canary Wharf                  ,557,Debden                        ,0,0,6,0,0,0,6
852,Canary Wharf                  ,562,Earl's Court                  ,0,0,0,0,0,24,24
852,Canary Wharf                  ,566,East Ham                      ,14,19,0,9,78,0,120
852,Canary Wharf                  ,774,Edgware Road (Bak)            ,4,27,33,0,0,0,65
852,Canary Wharf                  ,570,Elephant & Castle             ,0,0,53,0,0,0,53
852,Canary Wharf                  ,542,Embankment                    ,0,0,0,0,0,0,0
852,Canary Wharf                  ,572,Epping                        ,0,0,0,78,0,0,78
852,Canary Wharf                  ,576,Fairlop                       ,0,0,0,1,0,0,1
852,Canary Wharf                  ,579,Finchley Road                 ,0,0,0,1,0,0,1
852,Canary Wharf                  ,581,Fulham Broadway               ,0,40,0,0,0,0,40
852,Canary Wharf                  ,582,Gants Hill                    ,0,0,0,206,0,0,206
852,Canary Wharf                  ,583,Gloucester Road               ,0,0,0,0,0,0,0
852,Canary Wharf                  ,586,Goodge Street                 ,0,21,0,0,0,0,21
852,Canary Wharf                  ,588,Great Portland Street         ,0,14,0,0,0,0,14
852,Canary Wharf                  ,590,Green Park                    ,15,139,239,180,0,0,574
852,Canary Wharf                  ,589,Greenford                     ,0,0,12,0,0,0,12
852,Canary Wharf                  ,592,Hainault                      ,0,0,12,0,0,0,12
852,Canary Wharf                  ,593,Hammersmith (Dis)             ,6,57,49,61,0,0,174
852,Canary Wharf                  ,598,Harrow-on-the-Hill            ,0,0,0,1,0,0,1
852,Canary Wharf                  ,780,Heathrow Terminals 123        ,0,0,12,0,0,0,12
852,Canary Wharf                  ,619,Kentish Town                  ,0,0,1,0,0,0,1
852,Canary Wharf                  ,622,Kilburn                       ,0,0,61,0,0,0,61
852,Canary Wharf                  ,625,King's Cross St. Pancras      ,0,2,0,0,0,0,2
852,Canary Wharf                  ,624,Kingsbury                     ,0,0,0,0,86,0,86
852,Canary Wharf                  ,627,Ladbroke Grove                ,0,0,29,0,0,0,29
852,Canary Wharf                  ,628,Lambeth North                 ,0,0,0,0,0,0,0
852,Canary Wharf                  ,631,Leicester Square              ,0,0,62,0,0,0,62
852,Canary Wharf                  ,632,Leyton                        ,0,0,14,0,0,0,14
852,Canary Wharf                  ,634,Liverpool Street              ,0,0,89,0,0,0,89
852,Canary Wharf                  ,635,London Bridge                 ,14,256,141,188,41,122,762
852,Canary Wharf                  ,636,Loughton                      ,0,2,0,0,0,0,2
852,Canary Wharf                  ,641,Marylebone                    ,9,43,0,0,0,0,52
852,Canary Wharf                  ,645,Moorgate                      ,0,91,0,7,0,0,98
852,Canary Wharf                  ,653,North Acton                   ,0,6,0,0,0,0,6
852,Canary Wharf                  ,789,North Greenwich               ,0,12,1,55,43,0,111
852,Canary Wharf                  ,657,Northolt                      ,0,0,0,0,12,0,12
852,Canary Wharf                  ,660,Northwick Park                ,0,0,0,5,0,0,5
852,Canary Wharf                  ,663,Notting Hill Gate             ,0,0,0,0,43,0,43
852,Canary Wharf                  ,665,Old Street                    ,0,0,0,133,0,0,133
852,Canary Wharf                  ,668,Oval                          ,0,1,0,0,0,0,1
852,Canary Wharf                  ,669,Oxford Circus                 ,0,1,0,0,0,0,1
852,Canary Wharf                  ,670,Paddington                    ,0,40,129,0,11,0,181
852,Canary Wharf                  ,672,Parsons Green                 ,0,0,0,43,0,0,43
852,Canary Wharf                  ,674,Piccadilly Circus             ,0,0,18,4,0,0,22
852,Canary Wharf                  ,776,Pimlico                       ,0,34,0,0,0,0,34
852,Canary Wharf                  ,676,Plaistow                      ,0,0,0,0,0,0,0
852,Canary Wharf                  ,680,Queen's Park                  ,0,12,2,0,0,0,15
852,Canary Wharf                  ,679,Queensbury                    ,0,0,0,0,0,0,0
852,Canary Wharf                  ,681,Queensway                     ,0,1,36,0,0,0,36
852,Canary Wharf                  ,683,Rayners Lane                  ,0,0,0,0,34,0,34
852,Canary Wharf                  ,693,Ruislip Manor                 ,0,0,0,0,0,8,8
852,Canary Wharf                  ,698,Seven Sisters                 ,0,0,67,18,0,0,85
852,Canary Wharf                  ,700,Shepherd's Bush (Cen)         ,0,17,0,0,0,0,17
852,Canary Wharf                  ,702,Sloane Square                 ,0,1,0,0,0,0,1
852,Canary Wharf                  ,703,Snaresbrook                   ,0,0,21,0,0,0,21
852,Canary Wharf                  ,704,South Ealing                  ,0,2,0,0,0,0,2
852,Canary Wharf                  ,708,South Kensington              ,0,13,16,31,0,0,60
852,Canary Wharf                  ,711,South Wimbledon               ,0,0,0,0,4,0,4
852,Canary Wharf                  ,712,South Woodford                ,0,0,0,9,0,0,9
852,Canary Wharf                  ,784,Southwark                     ,10,119,65,0,0,0,195
852,Canary Wharf                  ,695,St. James's Park              ,1,98,10,0,0,0,109
852,Canary Wharf                  ,696,St. John's Wood               ,0,17,0,5,0,0,22
852,Canary Wharf                  ,716,Stockwell                     ,0,0,0,25,0,0,25
852,Canary Wharf                  ,719,Stratford                     ,0,5,152,162,63,0,382
852,Canary Wharf                  ,723,Swiss Cottage                 ,0,0,2,0,0,0,2
852,Canary Wharf                  ,724,Temple                        ,0,13,57,0,0,0,70
852,Canary Wharf                  ,726,Tooting Bec                   ,0,0,0,8,0,0,8
852,Canary Wharf                  ,729,Tottenham Hale                ,0,0,0,92,0,0,92
852,Canary Wharf                  ,736,Upminster                     ,0,0,0,7,0,2,9
852,Canary Wharf                  ,739,Upton Park                    ,0,0,0,378,0,0,378
852,Canary Wharf                  ,777,Vauxhall                      ,0,0,68,22,0,0,89
852,Canary Wharf                  ,741,Victoria                      ,0,27,64,295,0,0,386
852,Canary Wharf                  ,745,Warren Street                 ,9,25,0,0,0,0,34
852,Canary Wharf                  ,746,Warwick Avenue                ,0,0,0,0,0,0,0
852,Canary Wharf                  ,747,Waterloo                      ,16,146,215,696,195,0,1269
852,Canary Wharf                  ,752,Wembley Park                  ,7,18,0,0,0,0,25
852,Canary Wharf                  ,753,West Acton                    ,0,0,0,0,29,0,29
852,Canary Wharf                  ,756,West Finchley                 ,0,0,0,12,0,0,12
852,Canary Wharf                  ,757,West Ham                      ,0,0,24,31,0,0,55
852,Canary Wharf                  ,758,West Hampstead                ,0,0,0,5,0,0,5
852,Canary Wharf                  ,760,West Kensington               ,0,38,0,0,0,0,38
852,Canary Wharf                  ,754,Westbourne Park               ,0,14,0,40,0,0,53
852,Canary Wharf                  ,761,Westminster                   ,5,52,76,0,0,0,134
852,Canary Wharf                  ,765,Willesden Green               ,0,0,3,0,0,0,3
852,Canary Wharf                  ,766,Willesden Junction            ,3,36,0,0,0,0,39
884,Canning Town                  ,503,Aldgate East                  ,0,14,0,0,0,0,14
884,Canning Town                  ,507,Angel                         ,0,0,0,47,6,0,53
884,Canning Town                  ,511,Baker Street                  ,24,325,98,1,0,0,448
884,Canning Town                  ,513,Bank / Monument               ,0,33,14,0,0,0,47
884,Canning Town                  ,501,Barbican                      ,0,0,23,0,0,0,23
884,Canning Town                  ,514,Barking                       ,0,72,16,173,50,0,311
884,Canning Town                  ,515,Barkingside                   ,0,1,0,0,0,0,1
884,Canning Town                  ,516,Barons Court                  ,0,0,0,0,0,0,0
884,Canning Town                  ,518,Becontree                     ,0,0,0,30,0,0,30
884,Canning Town                  ,787,Bermondsey                    ,2,145,159,181,0,0,488
884,Canning Town                  ,520,Bethnal Green                 ,0,35,77,45,0,0,157
884,Canning Town                  ,521,Blackfriars                   ,0,1,0,0,0,0,1
884,Canning Town                  ,524,Bond Street                   ,0,86,419,166,0,0,671
884,Canning Town                  ,525,Borough                       ,0,22,0,0,25,0,47
884,Canning Town                  ,528,Bow Road                      ,0,50,0,0,0,0,50
884,Canning Town                  ,778,Brixton                       ,24,8,29,0,0,0,61
884,Canning Town                  ,530,Bromley-by-Bow                ,0,8,4,0,0,0,12
884,Canning Town                  ,531,Buckhurst Hill                ,0,0,0,0,0,0,0
884,Canning Town                  ,788,Canada Water                  ,88,481,85,576,503,227,1961
884,Canning Town                  ,852,Canary Wharf                  ,72,818,347,398,326,71,2032
884,Canning Town                  ,537,Canons Park                   ,0,0,0,69,0,0,69
884,Canning Town                  ,541,Chancery Lane                 ,0,1,13,0,0,0,13
884,Canning Town                  ,718,Charing Cross                 ,0,0,10,85,0,0,96
884,Canning Town                  ,549,Clapham South                 ,0,0,0,0,13,0,13
884,Canning Town                  ,552,Colliers Wood                 ,0,0,68,0,0,0,68
884,Canning Town                  ,556,Dagenham Heathway             ,5,21,0,0,0,0,26
884,Canning Town                  ,557,Debden                        ,0,0,0,1,0,0,1
884,Canning Town                  ,558,Dollis Hill                   ,0,45,0,23,0,0,69
884,Canning Town                  ,560,Ealing Broadway               ,0,38,110,0,0,0,147
884,Canning Town                  ,561,Ealing Common                 ,0,51,0,0,0,0,51
884,Canning Town                  ,562,Earl's Court                  ,0,0,2,0,0,0,2
884,Canning Town                  ,565,East Finchley                 ,0,0,0,0,31,0,31
884,Canning Town                  ,566,East Ham                      ,0,0,141,180,0,153,474
884,Canning Town                  ,567,East Putney                   ,0,0,0,1,0,0,1
884,Canning Town                  ,568,Edgware                       ,0,0,0,43,0,0,43
884,Canning Town                  ,774,Edgware Road (Bak)            ,115,195,19,0,0,0,329
884,Canning Town                  ,570,Elephant & Castle             ,22,25,0,0,0,0,47
884,Canning Town                  ,571,Elm Park                      ,0,0,0,0,8,0,8
884,Canning Town                  ,542,Embankment                    ,0,15,11,15,0,0,41
884,Canning Town                  ,572,Epping                        ,0,0,0,70,0,0,70
884,Canning Town                  ,574,Euston                        ,0,0,107,2,0,0,108
884,Canning Town                  ,575,Euston Square                 ,0,23,44,0,0,0,67
884,Canning Town                  ,577,Farringdon                    ,0,3,0,0,0,0,3
884,Canning Town                  ,579,Finchley Road                 ,0,4,8,19,0,0,31
884,Canning Town                  ,581,Fulham Broadway               ,0,56,0,0,0,0,56
884,Canning Town                  ,582,Gants Hill                    ,0,0,1,1,8,0,10
884,Canning Town                  ,583,Gloucester Road               ,0,0,0,25,0,0,25
884,Canning Town                  ,586,Goodge Street                 ,2,7,0,1,0,0,9
884,Canning Town                  ,590,Green Park                    ,24,167,34,0,122,192,539
884,Canning Town                  ,592,Hainault                      ,0,0,43,76,0,0,119
884,Canning Town                  ,593,Hammersmith (Dis)             ,0,0,12,0,0,0,12
884,Canning Town                  ,595,Hanger Lane                   ,141,45,0,0,0,0,186
884,Canning Town                  ,596,Harlesden                     ,0,0,4,0,0,0,4
884,Canning Town                  ,598,Harrow-on-the-Hill            ,0,54,0,0,0,0,54
884,Canning Town                  ,779,Hatton Cross                  ,13,20,0,0,0,0,33
884,Canning Town                  ,780,Heathrow Terminals 123        ,0,0,17,0,0,0,17
884,Canning Town                  ,605,High Street Kensington        ,0,0,17,25,116,0,158
884,Canning Town                  ,603,Highbury & Islington          ,0,3,368,153,206,286,1015
884,Canning Town                  ,604,Highgate                      ,0,0,0,0,123,13,135
884,Canning Town                  ,607,Holborn                       ,0,2,0,12,0,0,15
884,Canning Town                  ,609,Holloway Road                 ,0,0,12,18,0,0,31
884,Canning Town                  ,610,Hornchurch                    ,0,0,50,11,0,0,60
884,Canning Town                  ,611,Hounslow Central              ,0,0,0,23,0,0,23
884,Canning Town                  ,613,Hounslow West                 ,0,0,0,0,0,0,0
884,Canning Town                  ,614,Hyde Park Corner              ,0,0,0,0,0,0,0
884,Canning Town                  ,622,Kilburn                       ,0,0,35,12,0,0,47
884,Canning Town                  ,625,King's Cross St. Pancras      ,0,0,0,0,1,0,1
884,Canning Town                  ,624,Kingsbury                     ,0,0,4,0,0,0,4
884,Canning Town                  ,626,Knightsbridge                 ,0,3,0,0,0,0,3
884,Canning Town                  ,627,Ladbroke Grove                ,0,0,0,0,6,0,6
884,Canning Town                  ,629,Lancaster Gate                ,0,0,0,0,139,0,139
884,Canning Town                  ,631,Leicester Square              ,0,39,0,126,0,0,164
884,Canning Town                  ,632,Leyton                        ,37,107,64,185,0,23,415
884,Canning Town                  ,633,Leytonstone                   ,0,70,1,129,54,0,254
884,Canning Town                  ,634,Liverpool Street              ,12,101,1,0,0,0,114
884,Canning Town                  ,635,London Bridge                 ,152,476,124,452,257,250,1711
884,Canning Town                  ,636,Loughton                      ,0,0,0,58,0,0,58
884,Canning Town                  ,637,Maida Vale                    ,0,27,0,0,0,0,27
884,Canning Town                  ,641,Marylebone                    ,0,2,0,1,0,0,2
884,Canning Town                  ,642,Mile End                      ,0,50,0,0,2,0,52
884,Canning Town                  ,647,Morden                        ,0,0,0,5,0,0,5
884,Canning Town                  ,650,Newbury Park                  ,0,0,0,1,4,6,11
884,Canning Town                  ,653,North Acton                   ,0,1,0,0,0,0,1
884,Canning Town                  ,789,North Greenwich               ,0,0,132,194,109,107,542
884,Canning Town                  ,656,North Harrow                  ,0,0,0,0,11,0,11
884,Canning Town                  ,660,Northwick Park                ,12,46,0,0,0,0,58
884,Canning Town                  ,661,Northwood                     ,0,0,2,0,0,0,2
884,Canning Town                  ,662,Northwood Hills               ,0,0,0,19,0,0,19
884,Canning Town                  ,663,Notting Hill Gate             ,0,28,0,0,0,0,28
884,Canning Town                  ,665,Old Street                    ,12,19,0,0,0,0,32
884,Canning Town                  ,668,Oval                          ,0,0,2,0,0,0,2
884,Canning Town                  ,669,Oxford Circus                 ,0,17,0,233,0,0,250
884,Canning Town                  ,670,Paddington                    ,11,8,0,21,0,0,40
884,Canning Town                  ,674,Piccadilly Circus             ,0,4,3,0,0,0,6
884,Canning Town                  ,776,Pimlico                       ,0,0,10,9,0,0,18
884,Canning Town                  ,677,Preston Road                  ,0,0,0,0,0,0,0
884,Canning Town                  ,678,Putney Bridge                 ,0,0,0,78,0,0,78
884,Canning Town                  ,680,Queen's Park                  ,0,5,0,0,0,0,5
884,Canning Town                  ,681,Queensway                     ,0,0,57,0,0,0,57
884,Canning Town                  ,682,Ravenscourt Park              ,0,1,0,14,0,0,16
884,Canning Town                  ,683,Rayners Lane                  ,0,0,0,106,0,0,106
884,Canning Town                  ,684,Redbridge                     ,0,0,0,36,124,0,159
884,Canning Town                  ,685,Regent's Park                 ,0,1,0,0,0,0,1
884,Canning Town                  ,686,Richmond                      ,0,1,0,0,0,0,1
884,Canning Town                  ,691,Ruislip                       ,0,0,38,0,0,0,38
884,Canning Town                  ,694,Russell Square                ,0,0,1,0,0,0,1
884,Canning Town                  ,700,Shepherd's Bush (Cen)         ,61,60,0,25,0,0,146
884,Canning Town                  ,702,Sloane Square                 ,0,0,30,0,0,0,30
884,Canning Town                  ,703,Snaresbrook                   ,0,0,0,30,0,0,30
884,Canning Town                  ,704,South Ealing                  ,0,2,0,0,0,0,2
884,Canning Town                  ,708,South Kensington              ,0,26,0,0,0,0,26
884,Canning Town                  ,711,South Wimbledon               ,0,0,102,0,0,0,102
884,Canning Town                  ,712,South Woodford                ,0,5,0,12,0,0,17
884,Canning Town                  ,784,Southwark                     ,79,238,95,53,0,0,465
884,Canning Town                  ,695,St. James's Park              ,0,77,0,0,0,0,77
884,Canning Town                  ,696,St. John's Wood               ,15,46,125,35,0,0,221
884,Canning Town                  ,697,St. Paul's                    ,0,2,0,0,0,0,2
884,Canning Town                  ,715,Stepney Green                 ,0,0,0,12,0,0,12
884,Canning Town                  ,719,Stratford                     ,435,1239,1361,1632,560,255,5482
884,Canning Town                  ,723,Swiss Cottage                 ,0,0,160,1,0,0,161
884,Canning Town                  ,726,Tooting Bec                   ,0,0,10,0,0,0,10
884,Canning Town                  ,727,Tooting Broadway              ,0,0,0,9,0,0,9
884,Canning Town                  ,728,Tottenham Court Road          ,1,2,0,0,0,0,3
884,Canning Town                  ,734,Turnham Green                 ,0,0,0,2,0,0,2
884,Canning Town                  ,736,Upminster                     ,0,5,0,59,56,0,120
884,Canning Town                  ,738,Upney                         ,0,0,0,181,0,0,181
884,Canning Town                  ,739,Upton Park                    ,0,0,9,0,0,0,9
884,Canning Town                  ,740,Uxbridge                      ,0,0,0,15,0,0,15
884,Canning Town                  ,777,Vauxhall                      ,0,0,131,0,127,0,258
884,Canning Town                  ,741,Victoria                      ,0,51,26,123,152,87,440
884,Canning Town                  ,743,Wanstead                      ,0,13,10,1,0,0,24
884,Canning Town                  ,745,Warren Street                 ,7,178,0,0,0,0,185
884,Canning Town                  ,746,Warwick Avenue                ,0,0,15,14,0,0,29
884,Canning Town                  ,747,Waterloo                      ,63,333,622,325,656,151,2151
884,Canning Town                  ,752,Wembley Park                  ,0,46,0,16,0,0,62
884,Canning Town                  ,755,West Brompton                 ,0,0,217,0,0,0,217
884,Canning Town                  ,757,West Ham                      ,37,6,86,575,36,116,856
884,Canning Town                  ,758,West Hampstead                ,0,0,19,12,24,0,56
884,Canning Town                  ,761,Westminster                   ,14,308,148,12,0,0,482
884,Canning Town                  ,764,White City                    ,22,17,0,0,0,0,39
884,Canning Town                  ,763,Whitechapel                   ,0,0,0,0,0,0,0
884,Canning Town                  ,765,Willesden Green               ,0,0,16,0,0,0,16
884,Canning Town                  ,767,Wimbledon                     ,0,0,210,0,0,0,210
884,Canning Town                  ,769,Woodford                      ,0,2,23,45,58,0,127
536,Cannon Street                 ,500,Acton Town                    ,0,8,0,0,0,0,8
536,Cannon Street                 ,502,Aldgate                       ,7,55,17,0,0,0,79
536,Cannon Street                 ,503,Aldgate East                  ,14,279,77,64,0,0,435
536,Cannon Street                 ,513,Bank / Monument               ,21,35,0,32,0,0,88
536,Cannon Street                 ,501,Barbican                      ,0,37,0,7,0,0,45
536,Cannon Street                 ,516,Barons Court                  ,6,25,0,0,0,0,30
536,Cannon Street                 ,520,Bethnal Green                 ,0,1,0,0,0,0,1
536,Cannon Street                 ,521,Blackfriars                   ,36,412,73,0,0,0,521
536,Cannon Street                 ,524,Bond Street                   ,0,34,0,0,0,0,34
536,Cannon Street                 ,528,Bow Road                      ,8,16,4,10,0,0,38
536,Cannon Street                 ,530,Bromley-by-Bow                ,0,10,0,0,0,0,10
536,Cannon Street                 ,556,Dagenham Heathway             ,0,7,0,0,0,0,7
536,Cannon Street                 ,560,Ealing Broadway               ,0,9,0,24,0,0,33
536,Cannon Street                 ,562,Earl's Court                  ,0,43,43,0,0,0,86
536,Cannon Street                 ,566,East Ham                      ,0,14,0,42,0,0,56
536,Cannon Street                 ,567,East Putney                   ,0,0,0,18,0,0,18
536,Cannon Street                 ,774,Edgware Road (Bak)            ,3,11,0,0,0,0,14
536,Cannon Street                 ,542,Embankment                    ,27,197,19,90,40,0,372
536,Cannon Street                 ,575,Euston Square                 ,0,19,0,0,0,0,19
536,Cannon Street                 ,577,Farringdon                    ,4,30,2,0,0,0,35
536,Cannon Street                 ,581,Fulham Broadway               ,0,72,0,21,5,0,98
536,Cannon Street                 ,583,Gloucester Road               ,4,28,0,0,0,0,32
536,Cannon Street                 ,586,Goodge Street                 ,0,30,0,0,0,0,30
536,Cannon Street                 ,590,Green Park                    ,0,48,0,0,0,0,48
536,Cannon Street                 ,591,Gunnersbury                   ,3,7,0,0,0,0,10
536,Cannon Street                 ,593,Hammersmith (Dis)             ,0,112,43,17,11,0,183
536,Cannon Street                 ,780,Heathrow Terminals 123        ,0,0,0,45,0,0,45
536,Cannon Street                 ,605,High Street Kensington        ,7,47,21,0,0,0,74
536,Cannon Street                 ,621,Kew Gardens                   ,0,0,44,0,0,0,44
536,Cannon Street                 ,625,King's Cross St. Pancras      ,0,97,0,0,0,0,97
536,Cannon Street                 ,626,Knightsbridge                 ,0,0,21,0,0,0,21
536,Cannon Street                 ,632,Leyton                        ,0,1,25,0,0,0,27
536,Cannon Street                 ,634,Liverpool Street              ,0,82,62,72,0,0,216
536,Cannon Street                 ,642,Mile End                      ,0,14,18,29,0,0,62
536,Cannon Street                 ,645,Moorgate                      ,0,21,0,0,0,0,21
536,Cannon Street                 ,663,Notting Hill Gate             ,0,16,0,0,0,0,16
536,Cannon Street                 ,667,Osterley                      ,0,15,0,0,0,0,15
536,Cannon Street                 ,669,Oxford Circus                 ,3,38,0,0,0,0,41
536,Cannon Street                 ,670,Paddington                    ,0,0,0,12,0,0,12
536,Cannon Street                 ,674,Piccadilly Circus             ,0,9,66,0,0,0,75
536,Cannon Street                 ,776,Pimlico                       ,0,33,20,0,0,0,53
536,Cannon Street                 ,676,Plaistow                      ,0,0,27,0,0,0,27
536,Cannon Street                 ,678,Putney Bridge                 ,0,0,16,0,0,0,16
536,Cannon Street                 ,682,Ravenscourt Park              ,4,33,7,0,0,0,44
536,Cannon Street                 ,692,Ruislip Gardens               ,0,0,0,1,0,0,1
536,Cannon Street                 ,694,Russell Square                ,0,6,5,0,0,0,11
536,Cannon Street                 ,775,Shepherd's Bush Market        ,0,0,0,13,0,0,13
536,Cannon Street                 ,702,Sloane Square                 ,18,101,54,0,0,0,173
536,Cannon Street                 ,708,South Kensington              ,13,138,68,39,24,0,282
536,Cannon Street                 ,712,South Woodford                ,0,2,0,0,0,0,2
536,Cannon Street                 ,705,Southfields                   ,0,0,0,5,0,0,5
536,Cannon Street                 ,695,St. James's Park              ,34,213,86,0,0,0,334
536,Cannon Street                 ,715,Stepney Green                 ,0,12,22,26,0,0,60
536,Cannon Street                 ,719,Stratford                     ,0,10,0,0,0,0,10
