 RODS report2d created at 13:27:39 on 29-03-2017,,,,,,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
" Report 2d - Analysis by age, sex and exit station",,,,,,Sex,Age,,,,,,,,,
 NLC, station name,time period,Total,Male,Female,Not stated,Not Stated,Under 16  ,16-19     ,20-24     ,25-34     ,35-44     ,45-59     ,60-64     ,65-70     ,Over 70   
580,Finsbury Park       ,   Total day,56612,19137,31167,6308,6181,186,1882,8598,14987,10091,10921,1596,1601,569
581,Fulham Broadway     ,Early       ,289,0,0,289,289,0,0,0,0,0,0,0,0,0
581,Fulham Broadway     ,AM peak     ,4550,1528,2531,492,491,4,214,582,1216,927,898,123,67,27
581,Fulham Broadway     ,Midday      ,3944,1633,2171,141,133,0,520,789,645,520,851,160,211,114
581,Fulham Broadway     ,PM Peak     ,4113,1905,2095,114,365,0,159,596,1699,480,508,123,108,75
581,Fulham Broadway     ,Evening     ,2597,959,1339,298,319,0,24,616,1016,364,196,51,10,0
581,Fulham Broadway     ,Late        ,907,124,366,418,418,0,1,285,164,1,24,0,14,0
581,Fulham Broadway     ,   Total day,16400,6148,8501,1751,2015,4,919,2868,4741,2292,2477,457,411,217
582,Gants Hill          ,Early       ,74,0,6,68,68,0,0,6,0,0,0,0,0,0
582,Gants Hill          ,AM peak     ,783,307,298,178,173,0,0,43,198,69,197,88,0,14
582,Gants Hill          ,Midday      ,1915,491,1192,231,150,0,35,428,113,219,735,90,39,105
582,Gants Hill          ,PM Peak     ,4695,1972,2126,597,547,5,185,717,978,755,960,225,124,199
582,Gants Hill          ,Evening     ,2625,980,1008,637,637,0,100,272,633,319,508,122,23,12
582,Gants Hill          ,Late        ,928,311,221,397,397,0,50,85,168,68,160,0,0,0
582,Gants Hill          ,   Total day,11019,4061,4851,2108,1972,5,370,1551,2092,1429,2559,525,186,331
583,Gloucester Road     ,Early       ,401,0,0,401,401,0,0,0,0,0,0,0,0,0
583,Gloucester Road     ,AM peak     ,5031,1876,2538,617,614,76,116,619,1060,944,1249,258,72,23
583,Gloucester Road     ,Midday      ,5928,2378,3028,522,446,0,373,847,919,813,1432,497,335,266
583,Gloucester Road     ,PM Peak     ,4830,2417,1755,658,647,24,146,500,767,750,1342,247,317,88
583,Gloucester Road     ,Evening     ,3077,1334,1693,49,61,8,15,190,1139,714,606,85,150,107
583,Gloucester Road     ,Late        ,1606,496,671,440,453,0,18,226,233,107,360,147,38,25
583,Gloucester Road     ,   Total day,20874,8502,9684,2687,2623,108,669,2383,4118,3329,4989,1234,911,509
584,Golders Green       ,Early       ,229,8,0,221,221,0,0,8,0,0,0,0,0,0
584,Golders Green       ,AM peak     ,2081,818,1008,256,250,21,59,406,403,414,283,228,9,8
584,Golders Green       ,Midday      ,2849,878,1879,92,155,0,216,585,445,308,576,177,141,245
584,Golders Green       ,PM Peak     ,4304,1596,2593,115,146,1,275,1018,812,699,904,256,120,73
584,Golders Green       ,Evening     ,2863,1023,1627,214,198,0,136,443,725,625,582,50,52,52
584,Golders Green       ,Late        ,1454,421,638,394,395,0,0,187,409,258,108,85,9,2
584,Golders Green       ,   Total day,13781,4745,7745,1291,1365,22,687,2648,2794,2304,2453,797,331,380
585,Goldhawk Road       ,Early       ,40,0,0,40,40,0,0,0,0,0,0,0,0,0
585,Goldhawk Road       ,AM peak     ,439,138,241,59,59,0,0,69,122,22,83,15,70,0
585,Goldhawk Road       ,Midday      ,812,310,457,45,61,0,6,126,106,200,202,6,0,106
585,Goldhawk Road       ,PM Peak     ,1018,187,702,128,73,0,0,111,325,114,330,53,0,12
585,Goldhawk Road       ,Evening     ,627,152,405,70,67,4,0,21,259,127,142,0,6,0
585,Goldhawk Road       ,Late        ,237,80,36,122,122,0,0,64,43,1,0,2,1,5
585,Goldhawk Road       ,   Total day,3173,868,1842,464,422,4,6,391,854,464,756,75,77,123
586,Goodge Street       ,Early       ,296,0,0,295,295,0,0,0,0,0,0,0,0,0
586,Goodge Street       ,AM peak     ,6939,2509,4065,364,302,0,54,1224,1841,1536,1305,430,210,36
586,Goodge Street       ,Midday      ,4541,2195,2155,191,158,0,394,1266,920,475,838,206,187,98
586,Goodge Street       ,PM Peak     ,2045,746,1247,51,78,0,43,275,551,337,551,102,74,34
586,Goodge Street       ,Evening     ,532,285,239,8,8,0,0,31,323,54,55,59,0,0
586,Goodge Street       ,Late        ,160,76,65,19,19,0,0,10,55,8,5,64,0,0
586,Goodge Street       ,   Total day,14512,5812,7771,929,860,0,490,2807,3690,2410,2754,862,472,168
587,Grange Hill         ,Early       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Grange Hill         ,AM peak     ,101,89,0,12,12,0,0,18,0,0,70,0,0,0
587,Grange Hill         ,Midday      ,139,72,56,11,11,0,2,8,3,9,29,1,0,75
587,Grange Hill         ,PM Peak     ,549,295,189,65,65,0,0,0,139,6,336,3,0,0
587,Grange Hill         ,Evening     ,251,175,33,43,43,0,0,0,25,15,167,1,0,0
587,Grange Hill         ,Late        ,91,0,0,91,91,0,0,0,0,0,0,0,0,0
587,Grange Hill         ,   Total day,1130,631,278,221,221,0,2,27,167,31,603,5,0,75
588,Great Portland Stree,Early       ,358,0,1,357,357,0,0,0,0,0,1,0,0,0
588,Great Portland Stree,AM peak     ,7587,3329,3562,696,706,25,61,831,1681,1372,1588,341,445,536
588,Great Portland Stree,Midday      ,4028,1933,1579,515,494,0,82,730,626,445,886,321,357,86
588,Great Portland Stree,PM Peak     ,1851,912,829,110,177,0,47,26,588,255,406,195,124,32
588,Great Portland Stree,Evening     ,710,307,380,24,2,22,20,19,220,205,208,0,0,14
588,Great Portland Stree,Late        ,265,124,44,98,98,0,0,0,66,60,11,30,0,1
588,Great Portland Stree,   Total day,14799,6605,6395,1800,1834,47,210,1606,3182,2338,3099,887,927,669
590,Green Park          ,Early       ,2630,1,2,2627,2628,0,0,0,1,1,0,0,0,0
590,Green Park          ,AM peak     ,31099,12938,15947,2214,2089,10,295,3274,10072,5284,7123,1625,914,413
590,Green Park          ,Midday      ,22361,11150,10212,999,1090,5,396,3224,3020,3592,5466,1754,2109,1705
590,Green Park          ,PM Peak     ,9958,5127,4235,596,531,0,220,1419,1284,1206,2993,1023,795,486
590,Green Park          ,Evening     ,3231,1678,1408,145,221,0,0,175,961,790,903,111,58,13
590,Green Park          ,Late        ,980,470,221,290,281,0,0,73,378,107,40,78,0,23
590,Green Park          ,   Total day,70259,31364,32024,6871,6841,16,911,8164,15716,10980,16525,4591,3877,2639
589,Greenford           ,Early       ,166,0,0,166,166,0,0,0,0,0,0,0,0,0
589,Greenford           ,AM peak     ,842,346,278,218,238,0,7,146,126,112,150,61,0,2
589,Greenford           ,Midday      ,1266,449,727,90,91,25,14,271,324,221,137,12,1,170
589,Greenford           ,PM Peak     ,2945,972,1906,66,81,8,207,620,651,820,395,81,82,0
589,Greenford           ,Evening     ,1502,418,1026,58,29,0,50,156,200,582,468,4,0,14
589,Greenford           ,Late        ,618,143,340,134,134,0,0,58,164,111,136,0,5,10
589,Greenford           ,   Total day,7338,2329,4278,732,740,33,277,1251,1464,1845,1286,159,88,196
591,Gunnersbury         ,Early       ,123,0,0,123,123,0,0,0,0,0,0,0,0,0
591,Gunnersbury         ,AM peak     ,1080,547,408,125,123,0,0,27,300,558,54,18,0,0
591,Gunnersbury         ,Midday      ,202,82,105,14,14,0,41,22,30,85,10,0,0,1
591,Gunnersbury         ,PM Peak     ,817,402,393,22,141,0,7,135,93,104,249,64,14,10
591,Gunnersbury         ,Evening     ,95,75,20,0,0,0,0,0,20,75,0,0,0,0
591,Gunnersbury         ,Late        ,169,89,21,60,60,0,0,9,65,0,28,4,4,0
591,Gunnersbury         ,   Total day,2486,1195,948,343,461,0,48,193,508,821,341,86,18,10
592,Hainault            ,Early       ,26,0,0,26,26,0,0,0,0,0,0,0,0,0
592,Hainault            ,AM peak     ,380,120,177,83,72,61,0,20,64,48,50,40,26,0
592,Hainault            ,Midday      ,985,258,664,63,68,32,35,147,136,184,219,20,119,25
592,Hainault            ,PM Peak     ,2715,1096,1531,89,103,7,35,315,564,703,834,73,42,41
592,Hainault            ,Evening     ,1225,546,594,85,85,0,98,0,241,320,351,128,2,0
592,Hainault            ,Late        ,524,71,248,205,205,0,0,3,148,27,133,0,8,0
592,Hainault            ,   Total day,5855,2090,3213,552,559,101,168,485,1153,1281,1587,261,196,66
593,Hammersmith (Dis)   ,Early       ,1065,0,0,1065,1065,0,0,0,0,0,0,0,0,0
593,Hammersmith (Dis)   ,AM peak     ,14667,5146,7434,2087,1944,124,304,1452,4292,2645,2630,921,275,81
593,Hammersmith (Dis)   ,Midday      ,9497,4101,5145,251,353,19,686,1641,1768,1283,1929,817,521,480
593,Hammersmith (Dis)   ,PM Peak     ,9609,3164,6123,322,280,17,434,2016,2479,1190,1990,639,417,148
593,Hammersmith (Dis)   ,Evening     ,5661,2370,3031,259,275,0,90,1069,1783,1212,954,72,66,139
593,Hammersmith (Dis)   ,Late        ,2745,853,1034,857,857,0,33,319,776,440,218,44,27,30
593,Hammersmith (Dis)   ,   Total day,43245,15634,22768,4843,4774,161,1548,6497,11098,6769,7722,2492,1306,878
773,Hammersmith (H&C)   ,Early       ,217,0,0,217,217,0,0,0,0,0,0,0,0,0
773,Hammersmith (H&C)   ,AM peak     ,3352,1138,2055,159,183,4,191,269,1227,473,639,269,96,0
773,Hammersmith (H&C)   ,Midday      ,2716,1301,1348,67,136,0,69,299,524,343,810,284,127,126
773,Hammersmith (H&C)   ,PM Peak     ,3107,1155,1919,33,34,18,141,564,875,496,712,120,68,79
773,Hammersmith (H&C)   ,Evening     ,1552,704,745,103,96,0,24,276,486,148,445,64,6,8
773,Hammersmith (H&C)   ,Late        ,589,186,178,225,225,0,0,211,62,58,10,7,13,3
773,Hammersmith (H&C)   ,   Total day,11533,4484,6245,803,891,21,425,1619,3174,1518,2615,744,310,216
594,Hampstead           ,Early       ,108,0,1,107,107,0,0,0,0,0,1,0,0,0
594,Hampstead           ,AM peak     ,1715,549,967,200,170,0,51,110,266,354,596,113,39,17
594,Hampstead           ,Midday      ,2038,564,1468,5,41,0,56,298,326,356,537,91,176,157
594,Hampstead           ,PM Peak     ,1666,709,956,0,0,0,14,561,380,247,129,189,36,110
594,Hampstead           ,Evening     ,1192,501,684,7,30,0,44,183,332,394,110,8,60,32
594,Hampstead           ,Late        ,508,214,145,149,149,0,0,13,97,58,130,0,14,48
594,Hampstead           ,   Total day,7228,2538,4222,468,496,0,166,1165,1401,1409,1503,402,323,363
595,Hanger Lane         ,Early       ,221,0,0,221,221,0,0,0,0,0,0,0,0,0
595,Hanger Lane         ,AM peak     ,1740,733,758,249,242,0,13,165,662,385,196,76,0,0
595,Hanger Lane         ,Midday      ,1011,387,447,177,123,0,0,213,323,194,126,4,0,28
595,Hanger Lane         ,PM Peak     ,2036,1001,780,255,257,0,0,107,629,573,424,37,8,2
595,Hanger Lane         ,Evening     ,1203,469,497,237,237,0,0,51,321,186,319,64,25,0
595,Hanger Lane         ,Late        ,547,270,149,127,127,0,34,0,201,101,75,0,0,8
595,Hanger Lane         ,   Total day,6759,2860,2632,1267,1208,0,47,536,2136,1440,1139,181,34,38
596,Harlesden           ,Early       ,185,0,0,185,185,0,0,0,0,0,0,0,0,0
596,Harlesden           ,AM peak     ,943,101,701,142,108,0,5,57,391,76,134,147,27,0
596,Harlesden           ,Midday      ,843,466,339,37,37,0,49,79,162,128,344,43,1,0
596,Harlesden           ,PM Peak     ,668,205,410,54,54,0,69,95,76,234,133,2,3,1
596,Harlesden           ,Evening     ,425,91,310,24,24,0,0,68,75,100,156,2,0,0
596,Harlesden           ,Late        ,272,83,71,119,107,13,0,31,51,31,39,0,0,1
596,Harlesden           ,   Total day,3336,945,1830,561,515,13,123,330,755,568,806,194,31,2
597,Harrow & Wealdstone ,Early       ,89,0,0,89,89,0,0,0,0,0,0,0,0,0
597,Harrow & Wealdstone ,AM peak     ,1117,468,466,184,170,3,0,44,218,166,253,210,0,52
597,Harrow & Wealdstone ,Midday      ,1196,609,546,40,23,0,63,269,262,186,237,82,1,73
597,Harrow & Wealdstone ,PM Peak     ,2435,1162,1244,30,30,0,461,36,473,512,245,664,4,10
597,Harrow & Wealdstone ,Evening     ,1058,390,614,54,54,0,0,0,423,352,203,24,0,1
597,Harrow & Wealdstone ,Late        ,375,150,45,180,180,0,0,21,37,60,73,3,1,0
597,Harrow & Wealdstone ,   Total day,6271,2779,2914,578,547,3,524,369,1414,1277,1012,983,6,136
598,Harrow-on-the-Hill  ,Early       ,226,0,3,223,223,0,3,0,0,0,0,0,0,0
598,Harrow-on-the-Hill  ,AM peak     ,2828,1067,1391,369,306,10,83,326,632,346,539,158,270,159
598,Harrow-on-the-Hill  ,Midday      ,3763,1472,1745,546,571,0,207,569,411,165,772,271,328,468
598,Harrow-on-the-Hill  ,PM Peak     ,5027,1660,2981,386,370,98,503,711,1312,496,986,325,30,196
598,Harrow-on-the-Hill  ,Evening     ,2578,1081,1074,422,412,0,78,382,593,426,525,37,83,42
598,Harrow-on-the-Hill  ,Late        ,1316,229,336,751,769,0,38,29,251,70,151,7,0,1
598,Harrow-on-the-Hill  ,   Total day,15737,5509,7530,2698,2650,108,912,2016,3197,1503,2973,800,711,867
779,Hatton Cross        ,Early       ,246,0,0,246,246,0,0,0,0,0,0,0,0,0
779,Hatton Cross        ,AM peak     ,1251,529,353,369,370,0,32,167,359,165,148,9,0,0
779,Hatton Cross        ,Midday      ,929,458,458,13,9,0,14,124,196,39,451,20,18,59
779,Hatton Cross        ,PM Peak     ,1226,530,674,22,62,0,6,179,108,261,380,148,0,82
779,Hatton Cross        ,Evening     ,788,609,178,0,23,0,0,61,372,175,135,0,21,0
779,Hatton Cross        ,Late        ,414,180,42,193,193,0,0,20,5,39,156,2,0,0
779,Hatton Cross        ,   Total day,4854,2306,1705,842,902,0,53,550,1039,680,1269,179,39,142
781,Heathrow Terminal 4 ,Early       ,108,0,0,108,108,0,0,0,0,0,0,0,0,0
781,Heathrow Terminal 4 ,AM peak     ,432,214,116,102,102,0,0,69,93,83,69,8,0,7
781,Heathrow Terminal 4 ,Midday      ,1012,603,368,40,21,0,0,168,329,75,312,0,21,86
781,Heathrow Terminal 4 ,PM Peak     ,671,352,320,0,0,48,0,153,90,153,133,60,23,10
781,Heathrow Terminal 4 ,Evening     ,340,290,50,0,0,0,0,0,50,0,231,0,59,0
781,Heathrow Terminal 4 ,Late        ,27,27,0,0,0,0,0,0,27,0,0,0,0,0
781,Heathrow Terminal 4 ,   Total day,2591,1486,854,251,232,48,0,389,590,311,746,68,103,103
783,Heathrow Terminal 5 ,Early       ,383,0,0,383,383,0,0,0,0,0,0,0,0,0
783,Heathrow Terminal 5 ,AM peak     ,984,370,315,300,274,0,0,0,193,219,109,147,42,0
783,Heathrow Terminal 5 ,Midday      ,2163,1177,527,459,463,0,0,55,470,558,293,137,182,3
783,Heathrow Terminal 5 ,PM Peak     ,1262,662,363,237,252,0,0,55,76,369,336,0,80,94
783,Heathrow Terminal 5 ,Evening     ,371,105,64,202,191,0,0,0,13,155,1,0,11,0
783,Heathrow Terminal 5 ,Late        ,146,74,0,72,72,0,0,0,74,0,0,0,0,0
783,Heathrow Terminal 5 ,   Total day,5309,2388,1269,1652,1634,0,0,110,827,1301,740,284,315,97
780,Heathrow Terminals 1,Early       ,497,0,1,496,496,0,0,0,1,0,0,0,0,0
780,Heathrow Terminals 1,AM peak     ,2003,816,788,399,392,0,8,165,427,563,203,168,54,22
780,Heathrow Terminals 1,Midday      ,3436,1738,1597,101,106,0,67,568,600,815,813,306,129,31
780,Heathrow Terminals 1,PM Peak     ,2356,1174,1111,71,23,56,166,388,555,302,718,12,109,27
780,Heathrow Terminals 1,Evening     ,979,683,239,56,56,0,0,1,236,217,439,29,0,0
780,Heathrow Terminals 1,Late        ,248,62,62,124,114,0,0,0,37,39,46,0,13,0
780,Heathrow Terminals 1,   Total day,9519,4474,3798,1247,1188,56,242,1122,1856,1935,2219,516,305,80
601,Hendon Central      ,Early       ,147,0,0,147,147,0,0,0,0,0,0,0,0,0
601,Hendon Central      ,AM peak     ,2445,598,1423,423,338,46,164,725,532,274,297,11,56,2
601,Hendon Central      ,Midday      ,3402,1280,2080,42,39,0,205,1500,552,234,362,236,136,139
601,Hendon Central      ,PM Peak     ,3850,1673,2176,0,17,19,327,827,852,921,491,333,36,28
601,Hendon Central      ,Evening     ,2164,522,1636,6,9,0,0,808,757,287,258,24,19,1
601,Hendon Central      ,Late        ,1167,290,417,460,504,0,0,70,397,48,145,1,2,0
601,Hendon Central      ,   Total day,13175,4364,7733,1078,1054,65,696,3930,3090,1764,1554,604,248,169
602,High Barnet         ,Early       ,53,0,0,53,53,0,0,0,0,0,0,0,0,0
602,High Barnet         ,AM peak     ,1044,324,536,184,187,7,58,15,345,215,206,6,0,5
602,High Barnet         ,Midday      ,1101,326,746,30,66,0,24,83,182,156,337,124,19,110
602,High Barnet         ,PM Peak     ,2273,794,1390,90,72,3,45,265,306,585,714,60,40,183
602,High Barnet         ,Evening     ,1296,385,907,5,8,0,52,198,399,144,391,79,14,11
602,High Barnet         ,Late        ,649,189,244,216,216,0,45,8,96,8,201,45,19,10
602,High Barnet         ,   Total day,6416,2017,3822,577,602,11,225,569,1329,1109,1848,314,91,319
605,High Street Kensingt,Early       ,434,2,0,432,432,0,0,0,0,0,2,0,0,0
605,High Street Kensingt,AM peak     ,6723,2323,3540,861,757,0,117,952,1833,1178,1429,290,77,89
605,High Street Kensingt,Midday      ,7066,2912,3370,785,780,0,158,967,1148,1641,1243,331,398,400
605,High Street Kensingt,PM Peak     ,3910,1116,2408,386,395,0,139,348,804,818,784,148,179,294
605,High Street Kensingt,Evening     ,1762,657,1060,44,44,0,0,255,616,449,229,117,51,0
605,High Street Kensingt,Late        ,744,433,99,212,212,0,0,19,373,16,98,0,8,18
605,High Street Kensingt,   Total day,20640,7442,10477,2721,2621,0,414,2541,4775,4103,3785,887,713,802
603,Highbury & Islington,Early       ,1760,0,0,1760,1760,0,0,0,0,0,0,0,0,0
603,Highbury & Islington,AM peak     ,13203,3362,6156,3685,3692,13,121,1887,2890,1757,2236,431,137,39
603,Highbury & Islington,Midday      ,11599,2847,3800,4952,4921,2,163,792,2021,1177,1775,293,276,178
603,Highbury & Islington,PM Peak     ,19097,4931,8501,5665,5673,51,101,2050,4947,2218,2699,789,359,209
603,Highbury & Islington,Evening     ,11561,3756,4661,3145,3147,0,98,1103,3530,1829,1583,154,72,46
603,Highbury & Islington,Late        ,3940,720,888,2331,2325,44,56,215,618,127,304,232,15,3
603,Highbury & Islington,   Total day,61160,15615,24005,21539,21519,111,539,6046,14006,7108,8597,1901,859,474
604,Highgate            ,Early       ,54,1,0,53,53,0,0,0,0,1,0,0,0,0
604,Highgate            ,AM peak     ,1006,393,451,161,153,8,90,83,207,100,206,73,71,14
604,Highgate            ,Midday      ,1589,570,970,50,25,0,0,126,127,482,346,274,82,126
604,Highgate            ,PM Peak     ,3364,1370,1873,121,12,1,152,303,592,706,1229,116,222,32
604,Highgate            ,Evening     ,2394,1349,978,67,46,0,0,271,675,527,783,15,64,12
604,Highgate            ,Late        ,1056,306,451,298,297,0,0,96,231,194,203,22,5,7
604,Highgate            ,   Total day,9463,3990,4723,750,587,9,242,879,1832,2011,2767,500,445,191
606,Hillingdon          ,Early       ,88,0,0,88,88,0,0,0,0,0,0,0,0,0
606,Hillingdon          ,AM peak     ,378,180,46,152,105,13,77,14,53,1,106,8,0,0
606,Hillingdon          ,Midday      ,496,226,267,3,3,0,71,18,51,85,245,9,14,0
606,Hillingdon          ,PM Peak     ,1019,469,512,38,57,0,19,200,96,183,338,36,8,82
606,Hillingdon          ,Evening     ,538,388,116,34,34,0,0,12,163,167,136,26,1,1
606,Hillingdon          ,Late        ,213,55,56,103,103,0,62,5,10,0,21,0,12,0
606,Hillingdon          ,   Total day,2732,1318,997,418,391,13,229,249,373,436,847,79,34,82
607,Holborn             ,Early       ,1342,3,1,1337,1337,0,0,1,0,0,3,0,0,0
607,Holborn             ,AM peak     ,25485,10686,13021,1778,1497,46,300,3395,7007,4809,5756,1811,717,147
607,Holborn             ,Midday      ,19932,9091,9698,1143,1100,20,879,5093,3500,2217,4036,1317,834,935
607,Holborn             ,PM Peak     ,9223,3822,5136,265,354,0,57,1786,2027,1383,1804,600,517,694
607,Holborn             ,Evening     ,2758,1295,1292,170,145,0,66,575,753,624,317,96,76,105
607,Holborn             ,Late        ,789,158,106,525,525,0,8,34,97,74,48,2,0,0
607,Holborn             ,   Total day,59527,25056,29254,5217,4958,66,1311,10885,13384,9107,11964,3828,2144,1880
608,Holland Park        ,Early       ,119,0,0,119,119,0,0,0,0,0,0,0,0,0
608,Holland Park        ,AM peak     ,1479,431,895,154,182,9,62,34,282,355,467,13,69,7
608,Holland Park        ,Midday      ,1157,420,726,11,21,0,11,176,283,98,284,110,118,56
608,Holland Park        ,PM Peak     ,1088,405,648,35,67,10,5,70,147,278,372,44,48,47
608,Holland Park        ,Evening     ,783,439,341,3,6,0,0,9,283,183,225,39,17,21
608,Holland Park        ,Late        ,299,151,113,35,35,0,5,1,136,53,38,20,3,8
608,Holland Park        ,   Total day,4927,1847,2723,357,430,19,83,290,1130,968,1386,226,255,139
609,Holloway Road       ,Early       ,114,0,0,114,114,0,0,0,0,0,0,0,0,0
609,Holloway Road       ,AM peak     ,2076,740,1212,124,153,9,82,278,438,492,504,118,2,0
609,Holloway Road       ,Midday      ,2973,1049,1820,104,132,0,480,868,447,426,254,210,101,56
609,Holloway Road       ,PM Peak     ,2772,1136,1468,168,177,0,74,698,822,574,386,39,1,1
609,Holloway Road       ,Evening     ,1820,686,1062,73,112,0,0,548,577,276,164,16,126,2
609,Holloway Road       ,Late        ,927,440,256,231,231,0,13,128,336,28,184,7,0,0
609,Holloway Road       ,   Total day,10681,4051,5818,813,919,9,649,2520,2619,1795,1493,390,230,58
610,Hornchurch          ,Early       ,36,0,7,28,28,0,0,0,0,0,7,0,0,0
610,Hornchurch          ,AM peak     ,410,45,351,14,14,0,167,75,19,51,57,14,13,0
610,Hornchurch          ,Midday      ,652,355,241,56,56,0,89,0,48,55,263,6,107,27
610,Hornchurch          ,PM Peak     ,1871,623,1172,76,49,0,0,217,379,343,737,70,9,67
610,Hornchurch          ,Evening     ,601,190,280,131,131,0,0,117,129,104,85,1,34,0
610,Hornchurch          ,Late        ,299,105,71,123,123,0,0,9,0,1,70,83,1,12
610,Hornchurch          ,   Total day,3869,1318,2122,429,402,0,256,418,575,555,1219,174,164,107
611,Hounslow Central    ,Early       ,82,0,1,82,82,0,0,0,1,0,0,0,0,0
611,Hounslow Central    ,AM peak     ,1112,361,446,305,268,0,64,106,187,208,209,50,14,5
611,Hounslow Central    ,Midday      ,1281,473,733,76,76,0,43,296,129,323,234,107,20,52
611,Hounslow Central    ,PM Peak     ,2018,974,936,109,109,0,10,251,702,443,475,5,9,14
611,Hounslow Central    ,Evening     ,1161,560,510,92,92,0,117,122,362,310,90,68,0,0
611,Hounslow Central    ,Late        ,500,235,186,79,79,0,56,21,187,112,45,0,0,0
611,Hounslow Central    ,   Total day,6155,2602,2810,742,706,0,289,797,1569,1397,1053,229,43,71
612,Hounslow East       ,Early       ,108,0,24,84,84,0,0,24,0,0,0,0,0,0
612,Hounslow East       ,AM peak     ,705,157,390,159,122,17,53,77,166,113,67,40,37,14
612,Hounslow East       ,Midday      ,1112,694,382,36,48,0,122,312,238,111,241,4,19,15
612,Hounslow East       ,PM Peak     ,2232,854,895,483,459,0,274,271,364,199,524,21,27,92
612,Hounslow East       ,Evening     ,1387,301,706,380,380,0,1,104,289,249,364,0,0,0
612,Hounslow East       ,Late        ,660,173,204,283,288,0,0,40,125,50,64,0,0,93
612,Hounslow East       ,   Total day,6203,2179,2600,1424,1381,17,451,827,1181,723,1261,65,84,215
613,Hounslow West       ,Early       ,80,0,0,80,80,0,0,0,0,0,0,0,0,0
613,Hounslow West       ,AM peak     ,409,85,244,80,80,0,0,59,151,40,77,0,0,2
613,Hounslow West       ,Midday      ,1026,585,405,35,72,0,42,186,340,179,128,65,6,8
613,Hounslow West       ,PM Peak     ,1974,777,821,375,366,84,187,250,85,356,343,136,96,72
613,Hounslow West       ,Evening     ,1214,684,410,120,106,0,0,183,227,211,372,45,68,1
613,Hounslow West       ,Late        ,597,182,194,222,222,0,0,31,188,79,29,0,35,13
613,Hounslow West       ,   Total day,5301,2313,2074,914,926,84,229,708,991,866,950,246,205,96
614,Hyde Park Corner    ,Early       ,248,0,0,248,248,0,0,0,0,0,0,0,0,0
614,Hyde Park Corner    ,AM peak     ,3151,1415,1289,448,407,0,8,261,916,583,552,271,103,50
614,Hyde Park Corner    ,Midday      ,3007,1397,1264,346,352,0,10,346,608,286,720,300,293,92
614,Hyde Park Corner    ,PM Peak     ,1473,602,335,537,537,0,12,124,312,149,287,37,13,1
614,Hyde Park Corner    ,Evening     ,573,224,268,81,84,0,6,41,57,119,140,3,60,63
614,Hyde Park Corner    ,Late        ,170,78,26,65,65,0,0,0,13,15,51,12,0,13
614,Hyde Park Corner    ,   Total day,8622,3716,3182,1725,1693,0,37,772,1906,1153,1750,624,469,218
615,Ickenham            ,Early       ,24,0,0,24,24,0,0,0,0,0,0,0,0,0
615,Ickenham            ,AM peak     ,309,243,47,18,18,0,29,60,154,3,35,1,0,9
615,Ickenham            ,Midday      ,384,188,135,61,86,24,0,7,40,66,87,37,10,26
615,Ickenham            ,PM Peak     ,791,368,399,24,25,0,50,67,64,91,371,51,70,2
615,Ickenham            ,Evening     ,411,280,124,8,6,0,0,4,56,225,46,30,41,3
615,Ickenham            ,Late        ,119,40,37,42,42,0,0,0,0,0,66,2,9,0
615,Ickenham            ,   Total day,2038,1118,742,177,202,24,79,138,314,385,605,122,129,40
616,Kennington          ,Early       ,120,0,0,120,120,0,0,0,0,0,0,0,0,0
616,Kennington          ,AM peak     ,1246,384,655,207,176,0,37,150,286,126,307,159,6,0
616,Kennington          ,Midday      ,1544,686,778,80,13,36,19,202,541,292,297,75,20,49
616,Kennington          ,PM Peak     ,2385,1162,1221,1,1,7,206,182,787,415,578,52,97,59
616,Kennington          ,Evening     ,1910,902,846,161,153,14,0,213,827,384,220,30,52,16
616,Kennington          ,Late        ,1003,344,306,353,318,0,0,91,332,166,87,8,0,0
616,Kennington          ,   Total day,8207,3479,3807,922,781,56,262,838,2774,1384,1490,324,175,124
617,Kensal Green        ,Early       ,13,0,0,13,13,0,0,0,0,0,0,0,0,0
617,Kensal Green        ,AM peak     ,339,149,174,17,17,0,36,0,180,31,71,5,0,0
617,Kensal Green        ,Midday      ,370,110,261,0,0,0,0,34,48,62,149,45,19,13
617,Kensal Green        ,PM Peak     ,821,309,508,5,0,0,0,83,326,267,121,24,0,0
617,Kensal Green        ,Evening     ,999,386,580,32,35,0,0,105,432,223,131,4,41,27
617,Kensal Green        ,Late        ,406,81,173,151,151,0,0,66,121,54,12,1,0,0
617,Kensal Green        ,   Total day,2948,1035,1696,217,216,0,36,288,1107,637,484,79,60,40
618,Kensington (Olympia),Early       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Kensington (Olympia),AM peak     ,199,114,85,0,0,0,0,0,103,0,11,85,0,0
618,Kensington (Olympia),Midday      ,553,327,226,0,0,0,0,0,117,0,0,52,212,172
618,Kensington (Olympia),PM Peak     ,306,150,154,2,2,0,0,0,154,145,5,0,0,0
618,Kensington (Olympia),Evening     ,316,168,147,0,0,0,0,0,97,77,142,0,0,0
618,Kensington (Olympia),Late        ,11,0,10,2,2,0,0,0,0,0,10,0,0,0
