NLC,Station,timePeriod,Total,Commuter,Leisure,Tourist,Notknown
740,Uxbridge,Evening,1519,924,329,20,246
740,Uxbridge,Late,598,129,300,2,167
740,Uxbridge,Totalday,13534,8562,3333,191,1448
777,Vauxhall,Early,2914,0,0,0,2914
777,Vauxhall,AMpeak,14319,10005,187,207,3919
777,Vauxhall,Midday,8915,4642,3316,412,546
777,Vauxhall,PMPeak,12717,8299,3177,587,654
777,Vauxhall,Evening,7698,5008,2154,76,460
777,Vauxhall,Late,3569,492,1959,51,1067
777,Vauxhall,Totalday,50131,28445,10794,1333,9559
741,Victoria,Early,3643,5,5,0,3634
741,Victoria,AMpeak,29487,21269,2254,907,5058
741,Victoria,Midday,35015,13465,14903,4136,2511
741,Victoria,PMPeak,39617,22204,12181,3982,1251
741,Victoria,Evening,18697,10603,6209,1242,643
741,Victoria,Late,8452,1619,3622,371,2840
741,Victoria,Totalday,134912,69165,39173,10638,15937
742,WalthamstowCentral,Early,355,0,0,0,355
742,WalthamstowCentral,AMpeak,2821,2019,340,16,446
742,WalthamstowCentral,Midday,7434,3266,2949,598,621
742,WalthamstowCentral,PMPeak,15516,11769,2796,592,359
742,WalthamstowCentral,Evening,8099,5042,2336,269,452
742,WalthamstowCentral,Late,3433,1472,1106,2,853
742,WalthamstowCentral,Totalday,37658,23568,9527,1477,3086
743,Wanstead,Early,36,0,0,0,36
743,Wanstead,AMpeak,546,486,18,26,16
743,Wanstead,Midday,898,346,359,18,174
743,Wanstead,PMPeak,1900,1077,507,238,78
743,Wanstead,Evening,1032,612,365,15,40
743,Wanstead,Late,497,78,358,0,61
743,Wanstead,Totalday,4908,2599,1606,298,405
745,WarrenStreet,Early,915,2,0,0,913
745,WarrenStreet,AMpeak,18479,16516,762,264,937
745,WarrenStreet,Midday,9929,5782,3379,445,323
745,WarrenStreet,PMPeak,3981,1122,2003,337,519
745,WarrenStreet,Evening,1487,579,685,79,143
745,WarrenStreet,Late,518,246,205,1,66
745,WarrenStreet,Totalday,35309,24246,7035,1127,2901
746,WarwickAvenue,Early,114,0,0,0,114
746,WarwickAvenue,AMpeak,1350,1155,51,2,143
746,WarwickAvenue,Midday,1456,796,530,55,75
746,WarwickAvenue,PMPeak,1755,995,588,107,66
746,WarwickAvenue,Evening,1454,983,429,39,4
746,WarwickAvenue,Late,624,119,370,8,127
746,WarwickAvenue,Totalday,6752,4048,1967,210,527
747,Waterloo,Early,3067,3,0,0,3064
747,Waterloo,AMpeak,22942,17522,2489,629,2302
747,Waterloo,Midday,29951,14460,10995,3345,1151
747,Waterloo,PMPeak,59782,39225,15704,2523,2330
747,Waterloo,Evening,22459,14004,7309,282,864
747,Waterloo,Late,9401,2126,3293,179,3802
747,Waterloo,Totalday,147602,87340,39791,6959,13513
748,Watford,Early,35,0,0,0,35
748,Watford,AMpeak,696,525,44,0,128
748,Watford,Midday,431,103,271,9,47
748,Watford,PMPeak,925,691,124,16,93
748,Watford,Evening,571,406,138,18,9
748,Watford,Late,231,28,96,0,107
748,Watford,Totalday,2889,1754,673,44,419
751,WembleyCentral,Early,59,1,0,0,58
751,WembleyCentral,AMpeak,895,802,67,0,26
751,WembleyCentral,Midday,1407,663,646,32,66
751,WembleyCentral,PMPeak,1990,851,682,169,288
751,WembleyCentral,Evening,856,566,127,103,61
751,WembleyCentral,Late,484,289,128,12,54
751,WembleyCentral,Totalday,5691,3172,1650,316,553
752,WembleyPark,Early,553,0,0,0,553
752,WembleyPark,AMpeak,4788,3834,244,105,605
752,WembleyPark,Midday,4790,2230,1433,333,795
752,WembleyPark,PMPeak,6931,2972,930,161,2868
752,WembleyPark,Evening,4455,1905,1016,0,1535
752,WembleyPark,Late,1406,357,372,54,623
752,WembleyPark,Totalday,22924,11296,3995,653,6979
753,WestActon,Early,34,0,0,0,34
753,WestActon,AMpeak,429,263,109,0,58
753,WestActon,Midday,564,148,226,132,58
753,WestActon,PMPeak,831,535,192,0,105
753,WestActon,Evening,616,429,178,0,9
753,WestActon,Late,281,196,47,0,37
753,WestActon,Totalday,2755,1571,752,132,301
755,WestBrompton,Early,141,6,0,0,135
755,WestBrompton,AMpeak,3177,2275,86,10,806
755,WestBrompton,Midday,1983,863,927,138,54
755,WestBrompton,PMPeak,1287,833,308,56,90
755,WestBrompton,Evening,813,466,304,7,37
755,WestBrompton,Late,142,32,85,15,9
755,WestBrompton,Totalday,7543,4476,1710,226,1131
756,WestFinchley,Early,9,0,0,0,9
756,WestFinchley,AMpeak,209,120,54,0,34
756,WestFinchley,Midday,503,315,113,52,23
756,WestFinchley,PMPeak,1112,793,294,18,7
756,WestFinchley,Evening,673,547,76,0,51
756,WestFinchley,Late,270,162,77,0,32
756,WestFinchley,Totalday,2776,1937,614,70,156
757,WestHam,Early,760,5,0,0,755
757,WestHam,AMpeak,2971,918,47,0,2006
757,WestHam,Midday,5979,497,351,35,5096
757,WestHam,PMPeak,8606,1830,431,225,6120
757,WestHam,Evening,3874,727,651,6,2491
757,WestHam,Late,1717,49,13,0,1655
757,WestHam,Totalday,23907,4027,1493,265,18122
758,WestHampstead,Early,937,7,0,0,930
758,WestHampstead,AMpeak,2704,1830,145,0,729
758,WestHampstead,Midday,2673,1317,1082,205,69
758,WestHampstead,PMPeak,5695,3921,1394,163,216
758,WestHampstead,Evening,3695,2813,768,27,88
758,WestHampstead,Late,1602,383,809,18,392
758,WestHampstead,Totalday,17306,10270,4199,413,2424
759,WestHarrow,Early,27,0,0,0,27
759,WestHarrow,AMpeak,174,174,0,0,0
759,WestHarrow,Midday,361,189,117,0,56
759,WestHarrow,PMPeak,1114,930,146,0,37
759,WestHarrow,Evening,512,422,72,18,0
759,WestHarrow,Late,169,15,88,0,67
759,WestHarrow,Totalday,2357,1730,422,18,186
760,WestKensington,Early,56,0,0,0,56
760,WestKensington,AMpeak,1763,1291,283,48,142
760,WestKensington,Midday,1564,658,754,9,143
760,WestKensington,PMPeak,2014,1308,629,10,68
760,WestKensington,Evening,1618,1158,265,55,141
760,WestKensington,Late,830,188,286,52,304
760,WestKensington,Totalday,7846,4603,2216,173,854
762,WestRuislip,Early,9,0,0,0,9
762,WestRuislip,AMpeak,147,86,12,0,50
762,WestRuislip,Midday,307,244,63,0,0
762,WestRuislip,PMPeak,981,868,76,8,29
762,WestRuislip,Evening,547,434,54,0,59
762,WestRuislip,Late,241,112,85,0,44
762,WestRuislip,Totalday,2231,1743,290,8,190
754,WestbournePark,Early,68,0,0,0,68
754,WestbournePark,AMpeak,1515,1108,96,148,163
754,WestbournePark,Midday,1359,900,386,0,72
754,WestbournePark,PMPeak,1663,1154,425,82,2
754,WestbournePark,Evening,1004,584,305,27,89
754,WestbournePark,Late,456,47,143,0,266
754,WestbournePark,Totalday,6065,3792,1356,256,660
761,Westminster,Early,1052,0,0,0,1052
761,Westminster,AMpeak,17498,14860,584,772,1282
761,Westminster,Midday,15904,5807,4321,4935,840
761,Westminster,PMPeak,5794,2607,1832,790,564
761,Westminster,Evening,1739,866,582,221,70
761,Westminster,Late,586,168,140,95,183
761,Westminster,Totalday,42572,24308,7459,6814,3991
764,WhiteCity,Early,530,0,0,0,530
764,WhiteCity,AMpeak,6137,5221,117,55,744
764,WhiteCity,Midday,3207,2562,543,26,76
764,WhiteCity,PMPeak,2080,1538,364,0,178
764,WhiteCity,Evening,1249,661,408,85,95
764,WhiteCity,Late,579,42,410,0,127
764,WhiteCity,Totalday,13782,10025,1841,166,1750
763,Whitechapel,Early,1153,0,0,0,1153
763,Whitechapel,AMpeak,12563,9271,784,188,2320
763,Whitechapel,Midday,7206,3627,2563,415,602
763,Whitechapel,PMPeak,7462,3282,2124,5,2051
763,Whitechapel,Evening,3478,2287,894,37,260
763,Whitechapel,Late,1420,429,506,17,469
763,Whitechapel,Totalday,33283,18896,6871,661,6855
765,WillesdenGreen,Early,132,0,0,0,132
765,WillesdenGreen,AMpeak,1051,677,99,0,275
765,WillesdenGreen,Midday,2467,950,1261,71,185
765,WillesdenGreen,PMPeak,5092,3757,1021,163,151
765,WillesdenGreen,Evening,3259,2383,785,35,56
765,WillesdenGreen,Late,1827,701,838,0,288
765,WillesdenGreen,Totalday,13827,8468,4004,268,1086
766,WillesdenJunction,Early,266,14,0,0,252
766,WillesdenJunction,AMpeak,1828,1371,5,0,451
766,WillesdenJunction,Midday,1500,1054,332,46,68
766,WillesdenJunction,PMPeak,2386,1677,591,91,27
766,WillesdenJunction,Evening,1096,781,267,45,4
766,WillesdenJunction,Late,580,165,102,0,313
766,WillesdenJunction,Totalday,7655,5061,1298,182,1115
767,Wimbledon,Early,488,0,0,0,488
767,Wimbledon,AMpeak,3174,2608,247,16,303
767,Wimbledon,Midday,4405,1731,2109,160,405
767,Wimbledon,PMPeak,8672,6065,1996,411,200
767,Wimbledon,Evening,3477,1936,1207,221,113
767,Wimbledon,Late,1145,212,569,0,364
767,Wimbledon,Totalday,21361,12552,6129,807,1873
768,WimbledonPark,Early,46,0,0,0,46
768,WimbledonPark,AMpeak,480,457,17,2,4
768,WimbledonPark,Midday,569,235,268,44,22
768,WimbledonPark,PMPeak,1010,575,358,8,68
768,WimbledonPark,Evening,577,445,99,0,33
768,WimbledonPark,Late,213,63,96,0,54
768,WimbledonPark,Totalday,2894,1774,838,54,228
770,WoodGreen,Early,172,0,0,0,172
770,WoodGreen,AMpeak,2433,1876,333,19,205
770,WoodGreen,Midday,4380,1965,1979,271,165
770,WoodGreen,PMPeak,6623,4470,1746,82,324
770,WoodGreen,Evening,3595,2296,1138,113,48
770,WoodGreen,Late,2147,861,814,48,424
770,WoodGreen,Totalday,19350,11469,6010,534,1337
599,WoodLane,Early,131,0,0,0,131
599,WoodLane,AMpeak,1339,1135,46,0,157
599,WoodLane,Midday,1324,529,543,63,188
599,WoodLane,PMPeak,1218,346,712,0,160
599,WoodLane,Evening,457,191,0,0,266
599,WoodLane,Late,84,19,0,0,65
599,WoodLane,Totalday,4552,2220,1302,63,967
769,Woodford,Early,57,0,0,0,57
769,Woodford,AMpeak,726,310,219,22,176
769,Woodford,Midday,1769,541,921,23,285
769,Woodford,PMPeak,3819,2822,440,203,354
769,Woodford,Evening,1907,1450,357,24,77
769,Woodford,Late,829,314,305,0,209
769,Woodford,Totalday,9107,5436,2240,272,1159
771,WoodsidePark,Early,25,0,0,0,25
771,WoodsidePark,AMpeak,419,369,2,0,49
771,WoodsidePark,Midday,842,439,237,5,161
771,WoodsidePark,PMPeak,2085,1451,517,58,58
771,WoodsidePark,Evening,1034,692,177,43,121
771,WoodsidePark,Late,365,74,153,0,139
771,WoodsidePark,Totalday,4771,3026,1086,106,554
,,,,,,,
Endofreport,,,,,,,
